Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,City,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-01073,2024-07-06,2024-07-10,First Class,CUST-0052,Consumer,East,West Bengal,Kolkata,Furniture,Tables,Round Meeting Table,10,0.4,3072.2,156.33
ORD-01385,2024-09-10,2024-09-15,Same Day,CUST-0044,Home Office,East,West Bengal,Kolkata,Furniture,Chairs,Ergonomic Chair,2,0.1,1223.3,-20.9
ORD-00379,2025-08-15,2025-08-18,Standard Class,CUST-0325,Consumer,Central,Chhattisgarh,Raipur,Technology,Accessories,Keyboard,8,0.15,6403.1,1370.74
ORD-00064,2025-12-22,2025-12-25,Standard Class,CUST-0161,Corporate,West,Goa,Panaji,Technology,Phones,Phone Case,9,0.1,4969.89,196.27
ORD-00489,2024-06-14,2024-06-15,Standard Class,CUST-0160,Consumer,East,West Bengal,Kolkata,Furniture,Bookcases,Glass Bookcase,10,0.2,7976.02,-463.77
ORD-00638,2024-11-11,2024-11-13,First Class,CUST-0078,Consumer,North,Delhi,New Delhi,Furniture,Furnishings,Wall Clock,2,0.1,380.03,-21.0
ORD-00187,2023-07-26,2023-08-02,Standard Class,CUST-0203,Corporate,East,Bihar,Patna,Office Supplies,Art,Color Pencils,8,0.3,535.75,92.47
ORD-01346,2025-05-30,2025-06-03,First Class,CUST-0091,Home Office,South,Kerala,Kochi,Technology,Phones,Phone Case,10,0.4,8033.58,-666.78
ORD-01276,2025-03-06,2025-03-11,Standard Class,CUST-0332,Home Office,West,Maharashtra,Pune,Furniture,Furnishings,Wall Clock,1,0.2,380.61,-30.07
ORD-00636,2025-03-12,2025-03-14,Same Day,CUST-0288,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Labels,Address Labels,5,0.4,151.3,14.96
ORD-00295,2024-11-17,2024-11-22,First Class,CUST-0007,Corporate,South,Karnataka,Bangalore,Furniture,Chairs,Ergonomic Chair,5,0.0,1669.03,-34.4
ORD-00876,2025-11-07,2025-11-14,Second Class,CUST-0072,Consumer,Central,Madhya Pradesh,Bhopal,Technology,Phones,Cordless Phone,9,0.0,3886.99,373.94
ORD-00454,2024-02-15,2024-02-18,First Class,CUST-0207,Corporate,South,Kerala,Trivandrum,Office Supplies,Storage,Storage Box,10,0.5,1273.03,-60.39
ORD-00287,2025-07-08,2025-07-13,Second Class,CUST-0163,Consumer,South,Karnataka,Bangalore,Technology,Accessories,Wireless Mouse,5,0.3,4986.79,-508.35
ORD-01874,2024-08-16,2024-08-18,Second Class,CUST-0072,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Binders,View Binder,8,0.0,1080.35,192.77
ORD-01967,2025-06-15,2025-06-17,Second Class,CUST-0021,Corporate,South,Andhra Pradesh,Visakhapatnam,Technology,Machines,Calculator,7,0.2,3577.12,-88.67
ORD-00301,2024-02-17,2024-02-23,Second Class,CUST-0100,Corporate,East,Bihar,Patna,Office Supplies,Storage,Plastic Drawer,9,0.2,49.82,9.0
ORD-00842,2024-11-16,2024-11-18,Standard Class,CUST-0054,Corporate,North,Punjab,Ludhiana,Technology,Copiers,All-in-One Printer,4,0.2,3521.2,32.43
ORD-00316,2024-01-21,2024-01-26,Second Class,CUST-0329,Corporate,West,Rajasthan,Udaipur,Furniture,Bookcases,Glass Bookcase,3,0.4,501.88,17.31
ORD-00896,2024-06-04,2024-06-07,First Class,CUST-0149,Home Office,East,West Bengal,Howrah,Technology,Accessories,Power Bank,10,0.5,5168.52,-597.77
ORD-00708,2023-10-23,2023-10-27,Same Day,CUST-0069,Home Office,North,Uttar Pradesh,Kanpur,Technology,Accessories,Wireless Mouse,2,0.0,311.88,91.49
ORD-00360,2024-08-20,2024-08-25,Standard Class,CUST-0071,Home Office,North,Punjab,Ludhiana,Furniture,Tables,Conference Table,6,0.2,4275.09,-282.33
ORD-00131,2024-11-28,2024-12-03,First Class,CUST-0127,Home Office,Central,Chhattisgarh,Raipur,Furniture,Bookcases,Metal Bookcase,8,0.0,2136.59,256.23
ORD-01138,2024-10-20,2024-10-27,First Class,CUST-0060,Consumer,West,Maharashtra,Pune,Technology,Machines,Label Maker,4,0.3,1797.1,-153.88
ORD-00729,2025-01-15,2025-01-22,Same Day,CUST-0275,Corporate,East,Jharkhand,Ranchi,Office Supplies,Paper,Sticky Notes,9,0.1,1256.45,255.92
ORD-00190,2023-03-01,2023-03-03,Standard Class,CUST-0124,Corporate,South,Karnataka,Bangalore,Furniture,Chairs,Ergonomic Chair,1,0.4,732.85,-2.73
ORD-00028,2024-11-18,2024-11-21,Same Day,CUST-0395,Home Office,Central,Madhya Pradesh,Bhopal,Furniture,Tables,Coffee Table,3,0.5,1681.12,-56.35
ORD-01568,2025-03-14,2025-03-17,Standard Class,CUST-0005,Corporate,Central,Madhya Pradesh,Indore,Furniture,Tables,Coffee Table,7,0.3,3427.47,15.0
ORD-01924,2023-03-22,2023-03-28,Second Class,CUST-0181,Corporate,South,Karnataka,Bangalore,Technology,Phones,Smartphone X200,9,0.5,7354.1,206.51
ORD-00919,2025-11-05,2025-11-09,Standard Class,CUST-0315,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,A4 Copy Paper,9,0.0,554.6,130.15
ORD-00747,2024-05-28,2024-05-30,Standard Class,CUST-0226,Consumer,East,Jharkhand,Ranchi,Technology,Phones,Cordless Phone,7,,862.38,162.53
ORD-01229,2023-05-23,2023-05-27,Second Class,CUST-0147,Home Office,East,Bihar,Patna,Technology,Copiers,Desktop Copier,2,0.1,1470.17,-152.21
ORD-00948,2024-03-14,2024-03-15,First Class,CUST-0091,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Storage,Storage Box,9,0.15,265.86,13.58
ORD-00758,2023-12-16,2023-12-23,Second Class,CUST-0320,Corporate,North,Haryana,Faridabad,Technology,Accessories,Power Bank,1,0.2,659.69,-74.18
ORD-00739,2023-07-22,2023-07-29,Same Day,CUST-0054,Corporate,Central,Madhya Pradesh,Indore,Technology,Copiers,Desktop Copier,5,0.3,1263.75,45.73
ORD-01572,2025-08-26,2025-08-30,First Class,CUST-0138,Home Office,East,Jharkhand,Ranchi,Office Supplies,Storage,File Cabinet,6,0.0,475.21,121.15
ORD-01172,2024-06-13,2024-06-16,First Class,CUST-0122,Consumer,West,Maharashtra,Pune,Technology,Accessories,Wireless Mouse,8,0.3,5671.96,503.76
ORD-00267,2023-11-14,2023-11-17,Standard Class,CUST-0065,Corporate,North,Punjab,Ludhiana,Office Supplies,Binders,View Binder,10,0.0,1455.99,354.35
ORD-01224,2023-05-17,2023-05-21,Second Class,CUST-0153,Corporate,East,West Bengal,Kolkata,Technology,Accessories,USB Cable,1,0.2,284.39,-19.61
ORD-01505,2023-06-27,2023-07-02,Same Day,CUST-0262,Corporate,North,Haryana,Gurgaon,Technology,Copiers,All-in-One Printer,7,0.4,2478.63,191.19
ORD-00076,2025-10-30,2025-11-05,Standard Class,CUST-0324,Home Office,South,Tamil Nadu,Chennai,Technology,Copiers,All-in-One Printer,9,0.15,4115.11,582.53
ORD-01444,2023-08-16,2023-08-22,Standard Class,CUST-0300,Consumer,North,Haryana,Faridabad,Furniture,Tables,Conference Table,6,0.3,1746.63,234.4
ORD-01309,2025-12-22,2025-12-27,Same Day,CUST-0186,Home Office,South,Kerala,Trivandrum,Technology,Phones,Cordless Phone,4,0.4,1096.34,36.22
ORD-01708,2023-12-27,2024-01-03,Second Class,CUST-0279,Home Office,West,Maharashtra,Nagpur,Office Supplies,Paper,Sticky Notes,5,0.0,658.89,53.73
ORD-00949,2023-07-04,2023-07-07,Second Class,CUST-0359,Corporate,North,Uttar Pradesh,Kanpur,Technology,Accessories,Keyboard,1,0.15,195.61,38.98
ORD-01195,2025-09-23,2025-09-26,Second Class,CUST-0171,Corporate,East,Odisha,Bhubaneswar,Furniture,Furnishings,Cushion,2,0.4,1353.86,51.35
ORD-01278,2025-07-31,2025-08-07,Same Day,CUST-0152,Home Office,East,Jharkhand,Ranchi,Furniture,Chairs,Mesh Office Chair,7,0.0,799.13,-13.38
ORD-01317,2024-03-06,2024-03-11,Standard Class,CUST-0324,Corporate,East,Jharkhand,Ranchi,Furniture,Chairs,Mesh Office Chair,1,0.3,584.13,35.23
ORD-01334,2023-05-09,2023-05-13,First Class,CUST-0377,Home Office,East,Jharkhand,Ranchi,Office Supplies,Storage,Storage Box,7,,129.09,10.83
ORD-01052,2023-05-09,2023-05-10,Second Class,CUST-0062,Corporate,East,Bihar,Patna,Furniture,Chairs,Mesh Office Chair,8,0.15,5975.97,-199.73
ORD-00181,2025-09-15,2025-09-21,First Class,CUST-0153,Consumer,North,Uttar Pradesh,Kanpur,Furniture,Furnishings,Wall Clock,1,0.5,138.58,4.23
ORD-00759,2025-03-17,2025-03-19,First Class,CUST-0267,Consumer,North,Punjab,Amritsar,Office Supplies,Binders,Clip Binder,10,0.3,698.32,69.53
ORD-00658,2025-08-27,2025-09-03,Same Day,CUST-0304,Consumer,South,Kerala,Trivandrum,Technology,Machines,Label Maker,7,0.5,6301.33,-581.33
ORD-01735,2025-06-19,2025-06-26,Same Day,CUST-0204,Home Office,North,Punjab,Amritsar,Furniture,Chairs,Ergonomic Chair,7,0.15,5301.94,109.48
ORD-00377,2025-04-03,2025-04-10,First Class,CUST-0259,Corporate,South,Tamil Nadu,Madurai,Technology,Phones,Phone Case,6,0.3,3607.55,362.97
ORD-01901,2023-10-26,2023-11-02,Same Day,CUST-0313,Home Office,West,Goa,Panaji,Technology,Accessories,Keyboard,5,0.0,5544.73,-396.99
ORD-00024,2024-09-08,2024-09-12,Second Class,CUST-0338,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Paper,Sticky Notes,10,0.1,501.74,134.53
ORD-00347,2023-08-21,2023-08-27,Same Day,CUST-0364,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Storage,File Cabinet,9,0.2,382.27,61.33
ORD-01646,2025-02-18,2025-02-23,Second Class,CUST-0383,Home Office,South,Andhra Pradesh,Visakhapatnam,Technology,Machines,Laminator,3,0.15,1508.84,-28.11
ORD-01858,2025-01-28,2025-01-31,First Class,CUST-0331,Home Office,West,Rajasthan,Jaipur,Furniture,Furnishings,Wall Clock,4,0.1,1554.31,229.39
ORD-01725,2024-10-16,2024-10-18,Standard Class,CUST-0097,Home Office,North,Punjab,Ludhiana,Technology,Accessories,Power Bank,7,0.0,4079.0,-177.03
ORD-00009,2025-09-22,2025-09-29,Same Day,CUST-0344,Home Office,North,Punjab,Ludhiana,Technology,Copiers,Desktop Copier,5,0.5,4925.82,419.58
ORD-00229,2024-04-25,2024-04-26,First Class,CUST-0127,Consumer,East,West Bengal,Kolkata,Office Supplies,Art,Sketch Pad,6,0.2,278.18,82.79
ORD-00490,2024-01-24,2024-01-31,Second Class,CUST-0256,Home Office,West,Goa,Panaji,Office Supplies,Paper,Notebook,10,0.4,180.0,38.67
ORD-00214,2025-12-22,2025-12-28,Second Class,CUST-0141,Corporate,North,Uttar Pradesh,Kanpur,Office Supplies,Labels,Address Labels,10,0.2,1158.18,145.23
ORD-00836,2025-08-23,2025-08-25,Standard Class,CUST-0099,Consumer,North,Punjab,Amritsar,Office Supplies,Storage,Plastic Drawer,10,0.0,289.57,65.11
ORD-00689,2023-08-17,2023-08-23,Second Class,CUST-0175,Corporate,West,Gujarat,Surat,Furniture,Bookcases,Metal Bookcase,10,0.4,2657.68,-3.85
ORD-00450,2025-09-28,2025-09-30,First Class,CUST-0270,Home Office,North,Uttar Pradesh,Kanpur,Technology,Phones,Smartphone X200,9,0.2,7730.8,-87.13
ORD-01413,2024-04-03,2024-04-08,Same Day,CUST-0102,Consumer,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Art,Color Pencils,2,0.2,216.56,49.75
ORD-00016,2023-09-26,2023-10-02,Standard Class,CUST-0126,Corporate,East,Jharkhand,Ranchi,Furniture,Chairs,Ergonomic Chair,10,0.1,8717.71,492.3
ORD-01574,2025-11-29,2025-12-01,Same Day,CUST-0115,Corporate,West,Goa,Panaji,Technology,Copiers,All-in-One Printer,8,0.1,752.81,32.0
ORD-01784,2024-12-20,2024-12-25,Same Day,CUST-0001,Consumer,West,Maharashtra,Nagpur,Technology,Phones,Smartphone X200,5,0.1,1478.53,68.59
ORD-01783,2025-04-04,2025-04-07,Same Day,CUST-0358,Corporate,West,Rajasthan,Udaipur,Office Supplies,Labels,Address Labels,2,0.2,60.18,14.22
ORD-01458,2024-07-29,2024-08-02,Standard Class,CUST-0386,Home Office,North,Delhi,New Delhi,Furniture,Tables,Round Meeting Table,2,0.1,529.07,-14.05
ORD-00958,2023-02-20,2023-02-21,Second Class,CUST-0311,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Labels,Shipping Labels,8,0.0,538.2,117.53
ORD-00547,2025-09-22,2025-09-24,First Class,CUST-0221,Corporate,West,Maharashtra,Pune,Office Supplies,Binders,View Binder,3,0.0,78.3,22.1
ORD-01163,2025-04-11,2025-04-18,Standard Class,CUST-0199,Consumer,North,Delhi,New Delhi,Office Supplies,Labels,Address Labels,4,0.5,260.77,32.11
ORD-00661,2025-08-25,2025-08-31,Same Day,CUST-0274,Consumer,West,Goa,Panaji,Furniture,Furnishings,Wall Clock,6,0.15,4043.64,505.24
ORD-00355,2025-03-25,2025-03-27,Same Day,CUST-0227,Corporate,West,Rajasthan,Udaipur,Office Supplies,Binders,Clip Binder,6,0.0,880.45,278.52
ORD-00749,2023-01-13,2023-01-17,Same Day,CUST-0231,Home Office,North,Delhi,New Delhi,Technology,Phones,Smartphone X200,1,0.4,700.65,-46.95
ORD-00208,2023-08-20,2023-08-24,Same Day,CUST-0339,Home Office,West,Maharashtra,Mumbai,Office Supplies,Storage,Storage Box,9,0.2,749.68,162.29
ORD-01157,2025-01-05,2025-01-10,Same Day,CUST-0277,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Binders,3-Ring Binder,2,0.5,173.02,35.03
ORD-00740,2025-09-18,2025-09-23,Standard Class,CUST-0025,Corporate,West,Rajasthan,Udaipur,Office Supplies,Binders,View Binder,1,0.5,15.24,0.67
ORD-01084,2024-04-26,2024-04-27,Second Class,CUST-0150,Consumer,South,Kerala,Kochi,Furniture,Tables,Conference Table,8,,1086.75,-29.65
ORD-00417,2025-04-08,2025-04-15,Second Class,CUST-0012,Consumer,South,Kerala,Kochi,Furniture,Bookcases,Metal Bookcase,3,0.5,1292.3,-15.58
ORD-01433,2024-01-06,2024-01-11,Standard Class,CUST-0033,Home Office,West,Goa,Panaji,Technology,Copiers,Desktop Copier,4,0.0,2912.39,-116.58
ORD-01068,2024-09-25,2024-09-30,Standard Class,CUST-0132,Corporate,West,Goa,Panaji,Office Supplies,Labels,Shipping Labels,10,0.3,453.9,47.98
ORD-01599,2024-05-24,2024-05-25,Same Day,CUST-0301,Consumer,West,Goa,Panaji,Technology,Phones,Phone Case,7,0.1,7078.86,-194.82
ORD-00702,2024-03-03,2024-03-05,Second Class,CUST-0195,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,A4 Copy Paper,6,0.0,793.54,128.98
ORD-00443,2023-10-09,2023-10-16,First Class,CUST-0150,Corporate,North,Delhi,New Delhi,Office Supplies,Labels,Shipping Labels,9,0.5,875.04,-5.06
ORD-01427,2025-07-06,2025-07-11,Standard Class,CUST-0208,Corporate,Central,Chhattisgarh,Raipur,Furniture,Chairs,Folding Chair,3,0.3,1712.14,125.61
ORD-01450,2023-04-05,2023-04-12,First Class,CUST-0150,Home Office,South,Karnataka,Bangalore,Furniture,Tables,Conference Table,3,0.4,1231.64,-103.21
ORD-00537,2023-11-16,2023-11-17,First Class,CUST-0048,Home Office,North,Punjab,Ludhiana,Furniture,Furnishings,Photo Frame,8,0.5,3633.97,-267.07
ORD-00349,2025-12-02,2025-12-08,First Class,CUST-0211,Home Office,North,Haryana,Faridabad,Technology,Accessories,Power Bank,6,0.1,434.78,-11.77
ORD-01421,2023-10-18,2023-10-21,First Class,CUST-0342,Home Office,West,Rajasthan,Udaipur,Technology,Accessories,Power Bank,3,0.0,268.62,-21.53
ORD-00404,2024-06-15,2024-06-22,Same Day,CUST-0156,Home Office,North,Uttar Pradesh,Kanpur,Furniture,Chairs,Ergonomic Chair,2,0.3,165.46,17.74
ORD-00363,2024-03-31,2024-04-02,Standard Class,CUST-0017,Home Office,South,Karnataka,Mysore,Furniture,Tables,Computer Desk,2,0.0,856.68,123.08
ORD-00027,2025-10-30,2025-11-03,First Class,CUST-0121,Corporate,Central,Chhattisgarh,Raipur,Technology,Copiers,All-in-One Printer,5,0.5,1567.86,-37.71
ORD-01117,2023-04-08,2023-04-10,First Class,CUST-0085,Corporate,East,Bihar,Patna,Office Supplies,Paper,Notebook,10,0.2,583.2,103.57
ORD-01178,2025-10-06,2025-10-13,Second Class,CUST-0371,Consumer,South,Tamil Nadu,Madurai,Furniture,Furnishings,Wall Clock,1,0.2,735.91,58.35
ORD-00178,2024-10-13,2024-10-20,First Class,CUST-0229,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Paper,Sticky Notes,2,0.0,294.89,74.02
ORD-01938,2023-08-05,2023-08-11,Same Day,CUST-0132,Corporate,West,Rajasthan,Udaipur,Technology,Phones,Cordless Phone,2,0.15,1619.99,-157.58
ORD-00880,2025-10-23,2025-10-28,Standard Class,CUST-0186,Home Office,North,Haryana,Faridabad,Office Supplies,Binders,View Binder,7,0.15,76.22,10.17
ORD-01902,2023-08-21,2023-08-23,Second Class,CUST-0154,Corporate,South,Karnataka,Mysore,Office Supplies,Storage,Storage Box,9,0.0,701.15,185.8
ORD-00756,2023-11-05,2023-11-07,Second Class,CUST-0213,Consumer,East,West Bengal,Howrah,Technology,Machines,Calculator,8,0.0,3065.62,773.22
ORD-00253,2024-07-26,2024-07-30,Second Class,CUST-0323,Home Office,South,Karnataka,Bangalore,Furniture,Bookcases,Wooden Bookcase,9,0.0,3909.77,266.83
ORD-00415,2025-01-10,2025-01-11,Second Class,CUST-0295,Consumer,West,Gujarat,Ahmedabad,Technology,Phones,Smartphone X200,6,0.0,1433.84,385.71
ORD-00559,2023-07-31,2023-08-01,Standard Class,CUST-0250,Home Office,West,Maharashtra,Mumbai,Furniture,Bookcases,Metal Bookcase,3,0.1,454.18,12.58
ORD-00554,2023-07-24,2023-07-30,Same Day,CUST-0212,Home Office,West,Maharashtra,Nagpur,Office Supplies,Art,Marker Set,4,0.4,299.13,22.49
ORD-00194,2024-11-19,2024-11-22,Same Day,CUST-0152,Corporate,East,Bihar,Patna,Technology,Machines,Laminator,3,0.3,314.74,40.45
ORD-01503,2024-06-23,2024-06-26,Standard Class,CUST-0019,Corporate,South,Kerala,Trivandrum,Office Supplies,Paper,Sticky Notes,3,0.3,356.03,-0.15
ORD-00705,2024-09-26,2024-10-03,First Class,CUST-0024,Consumer,North,Uttar Pradesh,Kanpur,Office Supplies,Paper,Notebook,2,0.0,244.95,32.44
ORD-01492,2024-06-18,2024-06-23,First Class,CUST-0389,Consumer,South,Karnataka,Mysore,Technology,Accessories,Keyboard,10,0.2,6690.98,1542.54
ORD-00446,2024-05-04,2024-05-08,First Class,CUST-0023,Consumer,East,Jharkhand,Ranchi,Office Supplies,Paper,A4 Copy Paper,6,0.0,341.36,36.98
ORD-00789,2025-09-08,2025-09-10,Standard Class,CUST-0147,Corporate,East,West Bengal,Howrah,Furniture,Tables,Coffee Table,1,0.3,815.89,24.26
ORD-01937,2023-10-05,2023-10-12,Second Class,CUST-0152,Corporate,North,Delhi,New Delhi,Office Supplies,Paper,Notebook,1,0.15,7.77,2.42
ORD-01800,2023-10-30,2023-11-02,First Class,CUST-0308,Corporate,South,Kerala,Kochi,Furniture,Bookcases,Wooden Bookcase,6,0.5,3869.88,-269.9
ORD-01465,2025-10-09,2025-10-13,Same Day,CUST-0273,Home Office,South,Karnataka,Bangalore,Office Supplies,Binders,3-Ring Binder,8,0.0,152.24,21.11
ORD-00452,2023-06-23,2023-06-25,First Class,CUST-0140,Corporate,North,Haryana,Faridabad,Technology,Machines,Laminator,10,0.4,3844.1,545.1
ORD-01400,2024-01-31,2024-02-04,Second Class,CUST-0267,Corporate,South,Tamil Nadu,Madurai,Technology,Machines,Label Maker,2,0.4,898.01,64.71
ORD-00465,2023-12-29,2024-01-01,Standard Class,CUST-0200,Home Office,North,Uttar Pradesh,Lucknow,Furniture,Chairs,Folding Chair,3,0.5,1125.42,-107.99
ORD-00688,2025-09-04,2025-09-08,Standard Class,CUST-0298,Corporate,North,Delhi,New Delhi,Technology,Phones,Smartphone X200,8,0.5,1883.64,-150.72
ORD-00459,2024-08-19,2024-08-25,Standard Class,CUST-0200,Consumer,Central,Madhya Pradesh,Indore,Furniture,Bookcases,Glass Bookcase,1,0.0,220.9,43.61
ORD-01377,2023-01-02,2023-01-09,Same Day,CUST-0124,Consumer,West,Goa,Panaji,Technology,Machines,Label Maker,3,0.3,1483.82,-40.62
ORD-00944,2024-07-23,2024-07-26,Standard Class,CUST-0012,Consumer,South,Andhra Pradesh,Vijayawada,Technology,Machines,Laminator,8,0.1,1842.65,463.27
ORD-01618,2025-04-25,2025-04-28,Same Day,CUST-0029,Consumer,East,Jharkhand,Ranchi,Furniture,Furnishings,Wall Clock,6,0.0,970.9,33.21
ORD-00748,2024-05-18,2024-05-23,Standard Class,CUST-0351,Consumer,Central,Chhattisgarh,Raipur,Furniture,Bookcases,Wooden Bookcase,2,0.0,1283.01,168.1
ORD-00370,2023-10-29,2023-11-05,Second Class,CUST-0196,Home Office,West,Maharashtra,Mumbai,Office Supplies,Art,Sketch Pad,4,0.0,98.07,19.56
ORD-00485,2024-01-20,2024-01-21,Same Day,CUST-0338,Home Office,East,West Bengal,Howrah,Furniture,Bookcases,Glass Bookcase,8,0.0,2172.14,80.55
ORD-01353,2023-07-15,2023-07-18,Second Class,CUST-0304,Corporate,Central,Chhattisgarh,Raipur,Technology,Phones,Phone Case,3,0.0,867.62,51.44
ORD-01188,2025-01-16,2025-01-22,First Class,CUST-0081,Corporate,South,Tamil Nadu,Coimbatore,Furniture,Chairs,Ergonomic Chair,5,0.0,3776.15,16.6
ORD-00308,2024-08-03,2024-08-08,Second Class,CUST-0361,Home Office,South,Karnataka,Bangalore,Office Supplies,Labels,Shipping Labels,9,0.0,214.75,14.2
ORD-00286,2025-03-03,2025-03-10,First Class,CUST-0310,Corporate,North,Haryana,Gurgaon,Furniture,Bookcases,Metal Bookcase,3,0.1,442.3,15.19
ORD-00624,2024-08-06,2024-08-08,Second Class,CUST-0283,Home Office,North,Haryana,Faridabad,Office Supplies,Art,Marker Set,3,0.0,414.2,103.52
ORD-01474,2024-05-10,2024-05-11,First Class,CUST-0258,Consumer,West,Rajasthan,Udaipur,Technology,Phones,Smartphone X200,5,0.0,1645.37,80.01
ORD-00701,2024-02-15,2024-02-22,First Class,CUST-0162,Consumer,Central,Chhattisgarh,Raipur,Furniture,Tables,Computer Desk,5,0.0,1144.51,165.8
ORD-01811,2025-01-12,2025-01-14,First Class,CUST-0116,Corporate,South,Karnataka,Mysore,Technology,Copiers,Desktop Copier,10,0.0,827.64,179.37
ORD-00926,2023-06-02,2023-06-09,Same Day,CUST-0158,Consumer,North,Uttar Pradesh,Kanpur,Office Supplies,Paper,A4 Copy Paper,4,0.15,409.43,18.75
ORD-01096,2023-03-24,2023-03-25,Standard Class,CUST-0365,Corporate,East,Odisha,Bhubaneswar,Furniture,Chairs,Mesh Office Chair,3,0.2,443.8,43.18
ORD-01710,2024-08-30,2024-08-31,First Class,CUST-0315,Corporate,Central,Madhya Pradesh,Bhopal,Technology,Accessories,Keyboard,3,0.5,2071.08,340.76
ORD-00954,2025-07-13,2025-07-16,First Class,CUST-0237,Corporate,West,Rajasthan,Jaipur,Office Supplies,Art,Color Pencils,6,0.1,387.9,109.57
ORD-01947,2024-11-05,2024-11-08,First Class,CUST-0017,Consumer,South,Andhra Pradesh,Visakhapatnam,Technology,Accessories,Power Bank,9,0.5,3626.53,116.82
ORD-00716,2023-11-08,2023-11-13,Standard Class,CUST-0039,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Binders,Clip Binder,5,0.4,354.88,3.85
ORD-01913,2023-12-16,2023-12-18,Standard Class,CUST-0323,Consumer,East,Odisha,Bhubaneswar,Technology,Phones,Phone Case,3,0.15,2564.15,155.5
ORD-01258,2023-05-18,2023-05-25,Same Day,CUST-0068,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,Address Labels,4,0.4,26.11,6.28
ORD-00098,2025-03-27,2025-03-29,Second Class,CUST-0168,Home Office,East,West Bengal,Howrah,Furniture,Furnishings,Table Lamp,5,0.3,2041.44,216.48
ORD-01362,2023-01-09,2023-01-11,Second Class,CUST-0224,Corporate,Central,Madhya Pradesh,Indore,Furniture,Chairs,Mesh Office Chair,9,0.4,3616.98,374.25
ORD-01074,2023-11-19,2023-11-20,Same Day,CUST-0190,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Tables,Round Meeting Table,8,0.5,4791.15,-302.14
ORD-00766,2023-11-29,2023-12-03,Second Class,CUST-0034,Consumer,Central,Chhattisgarh,Raipur,Technology,Machines,Laminator,7,0.0,2288.2,1.53
ORD-00140,2025-10-21,2025-10-23,First Class,CUST-0244,Consumer,East,West Bengal,Howrah,Furniture,Bookcases,Metal Bookcase,2,0.15,334.59,1.93
ORD-00803,2023-03-23,2023-03-25,Second Class,CUST-0164,Consumer,South,Karnataka,Mysore,Furniture,Furnishings,Table Lamp,6,0.15,740.29,49.15
ORD-00937,2024-10-19,2024-10-22,Same Day,CUST-0337,Home Office,East,Bihar,Patna,Furniture,Furnishings,Wall Clock,10,0.5,7246.7,392.53
ORD-01893,2025-07-09,2025-07-12,Standard Class,CUST-0042,Home Office,West,Goa,Panaji,Office Supplies,Labels,Shipping Labels,9,0.4,656.34,15.25
ORD-01439,2025-08-22,2025-08-23,First Class,CUST-0164,Consumer,Central,Chhattisgarh,Raipur,Furniture,Furnishings,Wall Clock,5,0.2,1535.15,194.4
ORD-01490,2025-04-16,2025-04-22,First Class,CUST-0367,Corporate,North,Uttar Pradesh,Kanpur,Technology,Phones,Cordless Phone,10,0.0,7644.09,-107.35
ORD-01330,2024-06-06,2024-06-13,Second Class,CUST-0395,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Storage,Storage Box,3,0.3,298.25,54.01
ORD-01667,2025-06-05,2025-06-11,Same Day,CUST-0054,Home Office,North,Punjab,Ludhiana,Furniture,Furnishings,Cushion,7,0.4,5051.53,72.38
ORD-01654,2023-02-16,2023-02-21,First Class,CUST-0181,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Binders,Clip Binder,3,0.1,309.15,39.53
ORD-00129,2023-07-15,2023-07-20,First Class,CUST-0009,Consumer,North,Punjab,Ludhiana,Technology,Copiers,All-in-One Printer,1,,316.56,54.29
ORD-00692,2023-11-18,2023-11-21,First Class,CUST-0231,Corporate,Central,Chhattisgarh,Raipur,Technology,Machines,Laminator,5,0.0,1995.8,462.41
ORD-00886,2025-02-04,2025-02-11,First Class,CUST-0149,Home Office,East,West Bengal,Kolkata,Office Supplies,Paper,Notebook,6,0.0,624.37,119.22
ORD-01232,2024-11-25,2024-11-27,Same Day,CUST-0274,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Storage,Storage Box,2,0.0,90.77,5.42
ORD-01771,2023-01-24,2023-01-28,Same Day,CUST-0127,Consumer,West,Goa,Panaji,Technology,Phones,Cordless Phone,8,0.0,4241.47,554.79
ORD-00523,2023-04-16,2023-04-22,First Class,CUST-0167,Consumer,South,Karnataka,Bangalore,Furniture,Bookcases,Glass Bookcase,10,0.5,7456.36,-626.26
